city ,latitude,longitude,sexo,amount_loss,time,year
Bela Vista,-23.56372321,-46.65380697,0,3,00:00.0,2011
Colônia (Zona Sul),-23.8567112,-46.7065483,1,500,00:00.0,2011
Vila Santa Clara,-23.5776566,-46.5574749,1,33000,45:00.0,2011
Vila Romana,-23.52491526,-46.69498779,1,600,40:00.0,2011
Pinheiros,-23.573613,-46.689276,0,1,30:00.0,2011
Parque Novo Mundo,-23.5109606,-46.5726561,0,2000,15:00.0,2011
Jardim Boa Vista (Zona Oeste),-23.5762417,-46.787381,1,0,45:00.0,2011
Jaguare,-23.514008,-46.4566493,1,12000,30:00.0,2011
Canindé,-23.540802,-46.6283314,0,0,00:00.0,2011
Vila Beatriz,-23.5334962,-46.5448188,0,2500,30:00.0,2011
Tatuapé,-23.5337371,-46.5425482,0,80,30:00.0,2011
"Brás",-23.5491115,-46.6213985,1,800,00:00.0,2011
Pirituba,-23.4318781,-46.7202948,1,14,00:00.0,2011
Jaguaré,-23.54723542,-46.74534909,0,1,05:00.0,2011
Pinheiros,-23.5717516,-46.699195,1,3000,30:00.0,2011
Rio Pequeno,-23.56449373,-46.75120681,1,150,00:00.0,2011
Itaquera,-23.549191,-46.4437724,1,1500,58:00.0,2011
Parque Tomas Saraiva,-23.5855486,-46.5370315,0,300,15:00.0,2011
São Mateus,-23.5988038,-46.4837045,0,600,30:00.0,2011
Centro,-23.542595,-46.632337,0,1000,00:00.0,2011
Vila Campesina,-23.5434557,-46.7668075,1,3000,00:00.0,2011
Jardim Nélia,-23.510455,-46.3843052,1,8000,54:00.0,2011
São Paulo,-23.516587,-46.625123,1,1500,53:00.0,2011
Brooklin,-23.6119502,-46.676218,1,500,27:00.0,2011
Vila Mariana,-23.5728483,-46.6414184,1,4000,01:00.0,2011
Jardim Paulista,-23.5668113,-46.6512698,0,200,30:00.0,2011
Pinheiros,-23.54513,-46.7333136,1,700,00:00.0,2011
Butantã,-23.5699767,-46.713047,1,2000,00:00.0,2011
Barra Funda,-23.5269865,-46.6725022,0,0,10:00.0,2011
Jardim Paulista,-23.5778092,-46.6615265,0,1000,00:00.0,2011
Vila Buarque,-23.5466871,-46.6466549,1,25,30:00.0,2011
Ipiranga,-23.6071481,-46.6087255,0,7000,50:00.0,2011
Ipiranga,-23.5859943,-46.5992156,0,0,30:00.0,2011
São Paulo,-23.6633136,-46.6793089,0,6000,30:00.0,2011
Butantã,-23.5729113,-46.7300218,1,3000,01:00.0,2011
Jaguaré,-23.5511743,-46.7472216,1,250,48:00.0,2011
Jardim Bonfiglioli,-23.578383,-46.7361035,0,6000,00:00.0,2011
"Brás",-23.5452209,-46.608438,1,2000,30:00.0,2011
Itaim Bibi,-23.5964806,-46.6783228,1,3700,45:00.0,2011
Consolação,-23.5584056,-46.6595081,0,700,01:00.0,2011
Vila Mariana,-23.5785443,-46.6457776,1,500,58:00.0,2011
São Paulo,-23.568277,-46.648152,1,2600,09:00.0,2011
Pinheiros,-23.5602073,-46.6860985,1,1350,50:00.0,2011
Liberdade,-23.5645635,-46.6342806,0,500,01:00.0,2011
Vila Mariana,-23.5830167,-46.6454361,0,0,15:00.0,2011
Jabaquara,-23.6523821,-46.6349644,1,1800,45:00.0,2011
São Paulo,-23.518498,-46.702749,1,0,30:00.0,2011
Santa Cecília,-23.5393988,-46.6608277,1,2700,15:00.0,2011
Pinheiros,-23.5631579,-46.6811297,0,6000,30:00.0,2011
Cursino,-23.6100532,-46.6248442,1,25000,01:00.0,2011
Bela Vista,-23.553044,-46.6469375,1,350,00:00.0,2011
Paraíso,-23.5749875,-46.640516,1,500,01:00.0,2011
Saúde,-23.6115714,-46.6321766,0,1000,30:00.0,2011
Tatuapé,-23.5277018,-46.5758407,1,800,30:00.0,2011
Vila Mangalot,-23.4967733,-46.7428321,1,0,30:00.0,2011
Sacomã,-23.632442,-46.6066304,1,4000,50:00.0,2011
Cerqueira César,-23.5562257,-46.6519389,1,3000,01:00.0,2011
Bela Vista,-23.5636111,-46.6498021,1,1400,15:00.0,2011
Santo Amaro,-23.6461231,-46.7107151,1,250,38:00.0,2011
Pari,-23.5254456,-46.6231796,1,500,01:00.0,2011
Vila Mariana,-23.5786547,-46.6455651,0,600,39:00.0,2011
Barra Funda,-23.5282951,-46.662191,0,2000,30:00.0,2011
Paraíso,-23.5756207,-46.6373328,1,200,00:00.0,2011
Pinheiros,-23.5735724,-46.6956454,0,1900,30:00.0,2011
Campo Limpo,-23.6420868,-46.7673176,1,0,30:00.0,2011
Vila Mariana,-23.5790404,-46.6355772,1,0,15:00.0,2011
Vila Andrade,-23.6410914,-46.7368564,1,2000,57:00.0,2011
Liberdade,-23.6039174,-46.6147444,1,0,01:00.0,2011
Consolação,-23.5456718,-46.6476625,1,1500,01:00.0,2011
Rio Pequeno,-23.5679795,-46.7425863,0,1000,30:00.0,2011
Jardim Paulista,-23.5787858,-46.661126,1,1500,30:00.0,2011
São Paulo,-23.56575,-46.703422,1,2500,01:00.0,2011
Alto de Pinheiros,-23.5508694,-46.7191777,1,1500,01:00.0,2011
São Paulo,-23.5457333,-46.6369732,0,3000,01:00.0,2011
Vila Mariana,-23.5851583,-46.6394151,0,1900,10:00.0,2011
Vila Matilde,-23.5399247,-46.5372505,1,2500,40:00.0,2011
Vila Mariana,-23.5782257,-46.6416284,0,800,01:00.0,2011
Vila Regente Feijó,-23.5604979,-46.5738155,1,300,00:00.0,2011
Itaim Bibi,-23.6004346,-46.6855242,1,900,00:00.0,2011
República,-23.5463296,-46.6390444,1,2500,01:00.0,2011
Sao Judas,-23.6258217,-46.6358978,0,2000,30:00.0,2011
Brooklin,-23.6082466,-46.6940783,0,0,10:00.0,2011
Liberdade,-23.5921711,-46.6309256,0,1500,30:00.0,2011
Vila Mascote,-23.6445722,-46.6658099,0,2000,16:00.0,2011
Jardim Colonial,-23.7273848,-46.6857477,0,3000,30:00.0,2011
Consolação,-23.5517998,-46.6516368,0,800,00:00.0,2011
Vila Gumercindo,-23.6040545,-46.6175481,0,1000,15:00.0,2011
Mirandópolis,-23.6112951,-46.638069,1,200,00:00.0,2011
Consolação,-23.549111,-46.6485815,1,1600,30:00.0,2011
Liberdade,-23.5596952,-46.6327907,1,1,30:00.0,2011
Jardim Colombo,-23.5994376,-46.7295666,1,60,00:00.0,2011
São Paulo,-23.5394176,-46.576078,0,2500,30:00.0,2011
Jardim Sao Pedro,-23.5492934,-46.4275857,1,300,00:00.0,2011
Vila Granada,-23.5201039,-46.5108549,1,3000,00:00.0,2011
Vila Albertina,-23.4974247,-46.6931625,1,300,00:00.0,2011
Vila Leopoldina,-23.5335533,-46.721844,1,6000,00:00.0,2011
Vila Chavantes,-23.5139471,-46.4418745,0,400,45:00.0,2011
Jaguare,-23.5445237,-46.733617,1,1300,45:00.0,2011
Vila Fachini,-23.6602273,-46.6354496,1,7,30:00.0,2011
Vila Gomes Cardim,-23.543823,-46.5626123,0,800,00:00.0,2011
Consolação,-23.5565887,-46.6587586,1,500,00:00.0,2011
Vila Salete,-23.5154828,-46.5299234,1,450,00:00.0,2011
Paraíso,-23.5710073,-46.6472099,1,3000,06:00.0,2011
Saúde,-23.5920234,-46.6365183,1,350,30:00.0,2011
República,-23.5428618,-46.6446797,1,5280,01:00.0,2011
Campo Belo,-23.6135188,-46.6771928,1,300,00:00.0,2011
Liberdade,-23.57355935,-46.63998833,1,900,35:00.0,2011
Sé,-23.55131431,-46.63533631,0,5,30:00.0,2011
Bela Vista,-23.5615944,-46.64048348,1,4,01:00.0,2011
Vila Dom Pedro II,-23.4869711,-46.6035259,0,8000,00:00.0,2011
Jabaquara,-23.65141987,-46.66762952,1,37,05:00.0,2011
Consolação,-23.55123032,-46.65049483,1,1.4,42:00.0,2011
Morumbi,-23.61051576,-46.70235819,0,80,10:00.0,2011
Consolação,-23.54272962,-46.65642337,1,400,45:00.0,2011
Vila Carmosina,-23.5527392,-46.4555902,0,0,15:00.0,2011
Jardim Maria Fernandes,-23.7711584,-46.7127733,0,0,45:00.0,2011
Baronesa,-23.6875629,-46.7571183,0,15000,15:00.0,2011
Vila Gomes Cardim,-23.5473084,-46.5637744,1,850,00:00.0,2011
Santana,-23.5012732,-46.6244706,0,0,30:00.0,2011
Vila Mariana,-23.5877951,-46.6305954,1,503,30:00.0,2011
Bela Vista,-23.5559443,-46.6621643,0,3000,00:00.0,2011
Bela Vista,-23.5728988,-46.6413448,0,1000,00:00.0,2011
Vila Butantã,-23.5681836,-46.7433241,1,1500,30:00.0,2011
"Rua Taváres Cabral",-23.5702678,-46.6920219,0,1200,30:00.0,2011
Jardim Leonor Mendes de Barros,-23.4690827,-46.6071141,1,700,15:00.0,2011
Vila Mariana,-23.5984437,-46.6300199,0,1000,15:00.0,2011
Alto de Pinheiros,-23.5579447,-46.7113678,1,0,00:00.0,2011
Santana,-23.5012732,-46.6244706,0,100,00:00.0,2011
Vila Sao Luis,-23.5725395,-46.7415029,1,0,00:00.0,2011
Jabaquara,-23.6416873,-46.6472745,1,500,00:00.0,2011
Vila Sao Luis,-23.5725395,-46.7415029,1,0,30:00.0,2011
Vila Sao Luis(Zona Oeste),-23.5706536,-46.7415236,1,1000,00:00.0,2011
Cidade Patriarca,-23.537822,-46.5143869,0,55,30:00.0,2011
Avenida Professor Alfonso Bovero,-23.5374531,-46.6842549,1,32000,00:00.0,2011
Vila Dom Pedro II,-23.4885023,-46.6014565,1,0,00:00.0,2011
Paraisópolis,-23.6088234,-46.7248824,0,1000,00:00.0,2011
Conjunto Habitacional Fazenda do Carmo,-23.568091,-46.4224395,1,2000,00:00.0,2011
Avenida Duque de Caxias,-23.5408375,-46.6464431,1,0,00:00.0,2011
Piraporinha,-23.6751147,-46.7472555,0,0,00:00.0,2011
Liberdade,-23.5655537,-46.6380294,1,0,00:00.0,2011
Sé,-23.5520853,-46.6277002,0,1300,30:00.0,2011
Avenida Antônio César Neto,-23.4623081,-46.582986,1,0,30:00.0,2011
Chacara Santo Antonio (Zona Sul),-23.6255418,-46.7018702,1,0,00:00.0,2011
Tatuapé,-23.5329255,-46.5382329,1,2000,45:00.0,2011
Vila Campestre,-23.661054,-46.6446182,0,2000,00:00.0,2011
Ipiranga,-23.5943766,-46.6140808,1,0,45:00.0,2011
Pinheiros,-23.5623663,-46.6939072,1,7500,00:00.0,2011
Indianópolis,-23.6040788,-46.6663846,1,5000,00:00.0,2011
Carandiru,-23.5074943,-46.6238924,1,0,00:00.0,2011
Cidade Líder,-23.5624128,-46.4840887,0,1,30:00.0,2011
Consolação,-23.5566396,-46.6650092,0,0,00:00.0,2011
Consolação,-23.5566425,-46.6650898,0,2000,45:00.0,2011
Jardim Sapopemba,-23.6124619,-46.4962668,1,0,30:00.0,2011
Santa Teresinha,-23.4905875,-46.6356982,1,0,15:00.0,2011
Perdizes,-23.5413382,-46.6719996,1,0,30:00.0,2011
São José,-23.6344837,-46.5789318,0,0,00:00.0,2011
Ipiranga,-23.5810393,-46.6049709,0,1500,30:00.0,2011
Vila Mariana,-23.5988368,-46.6316607,0,40,00:00.0,2011
Jardim Pirituba,-23.4451823,-46.7221859,1,3000,15:00.0,2011
Santana,-23.5025845,-46.6247544,1,0,00:00.0,2011
Vila Brasilina,-23.6328493,-46.6157068,1,0,00:00.0,2011
Jardim Paulista,-23.568458,-46.6518356,0,0,45:00.0,2011
Vila Buarque,-23.5453668,-46.6462049,1,3000,00:00.0,2011
Vila Mariana,-23.5870776,-46.6456399,0,4300,30:00.0,2011
Real Parque,-23.6106643,-46.7017241,0,5000,00:00.0,2011
Vila Pompeia,-23.5367082,-46.6867145,1,0,30:00.0,2011
Aclimação,-23.5811938,-46.6286611,1,100,15:00.0,2011
Bela Vista,-23.5548235,-46.6476315,1,2500,15:00.0,2011
São Paulo,-23.593623,-46.488283,0,50,00:00.0,2011
Vila Buarque,-23.5475685,-46.6485243,1,60,00:00.0,2011
Parque Novo Santo Amaro,-23.7014648,-46.7847207,0,2000,45:00.0,2011
Parque Novo Santo Amaro,-23.7000093,-46.7882038,0,1500,30:00.0,2011
Parque do Lago,-23.7037297,-46.7839452,1,1000,00:00.0,2011
Conjunto Habitacional Brigadeiro Faria Lima,-23.7552952,-46.679989,0,2200,15:00.0,2011
Conjunto Habitacional Brigadeiro Faria Lima,-23.7552952,-46.679989,0,2200,15:00.0,2011
Parque do Carmo,-23.55798152,-46.44914688,1,800,00:00.0,2011
Penha,-23.5195946,-46.5503563,1,500,30:00.0,2011
Lauzane Paulista,-23.4822713,-46.6428507,0,3,00:00.0,2011
São Paulo,-23.614111,-46.501237,1,1000,00:00.0,2011
Jardim Boa Vista (Zona Oeste),-23.5774078,-46.7898627,1,2.3,30:00.0,2011
Parque Novo Santo Amaro,-23.7000093,-46.7882038,1,2000,45:00.0,2011
Parque Novo Santo Amaro,-23.7000093,-46.7882038,0,1500,30:00.0,2011
Vila Sao Francisco (Zona Sul),-23.6269035,-46.7045707,1,500,00:00.0,2011
Parque Novo Santo Amaro,-23.7015955,-46.7844173,0,2000,30:00.0,2011
Parque do Lago,-23.6985746,-46.7794263,1,500,15:00.0,2011
Santa Cecilia,-23.5459002,-46.6578899,0,1500,45:00.0,2011
Jardim dos Lagos,-23.6775387,-46.7120074,0,0,00:00.0,2011
Parque Fongaro,-23.6341751,-46.5877891,1,3000,00:00.0,2011
Mandaqui,-23.4723574,-46.6299924,0,800,00:00.0,2011
Bela Vista,-23.55196441,-46.64728212,0,4,26:00.0,2011
Água Branca,-23.5125244,-46.6960182,1,800,00:00.0,2011
Vila Romana,-23.5335197,-46.6981077,1,1000,00:00.0,2011
Cidade Domitila,-23.6641954,-46.6489292,1,0,00:00.0,2011
Jardim Pirituba,-23.4430653,-46.7279281,1,2200,30:00.0,2011
Freguesia do Ó,-23.49818898,-46.68565034,1,3.5,00:00.0,2011
Itaim Bibi,-23.6029544,-46.6748128,1,3000,15:00.0,2011
São Mateus,-23.6023488,-46.476678,1,0,40:00.0,2011
ヴィーラ・ジウダ,-23.5356091,-46.5651334,1,1500,30:00.0,2011
Aricanduva,-23.5647869,-46.5119782,0,300,30:00.0,2011
Vila Sônia,-23.6002327,-46.7515541,0,800,01:00.0,2011
São Paulo,-23.5856534,-46.6552384,1,3000,11:00.0,2011
Vila Sônia,-23.5907459,-46.7220511,1,800,30:00.0,2011
Capão Redondo,-23.6557039,-46.7620852,1,500,00:00.0,2011
Bela Vista,-23.5564553,-46.655514,0,0,32:00.0,2011
Consolação,-23.5527733,-46.6590769,1,500,01:00.0,2011
Vila Baruel,-23.5130497,-46.6505632,1,0,00:00.0,2011
Itaquera,-23.53181859,-46.44341301,1,6000,55:00.0,2011
Jardim Maraca,-23.6708828,-46.7680952,1,4000,15:00.0,2011
Jardim Dabril,-23.5715965,-46.7787187,1,800,00:00.0,2011
República,-23.5444057,-46.6424432,1,4600,00:00.0,2011
Conjunto Habitacional Fazenda do Carmo,-23.5672407,-46.4202048,1,0,00:00.0,2011
Cidade São Mateus,-23.6100257,-46.4827935,0,0,45:00.0,2011
Vila Constança,-23.62655217,-46.67872455,0,2000,00:00.0,2011
Rio Pequeno,-23.56657412,-46.74635527,1,100,30:00.0,2011
Ipiranga,-23.5950744,-46.5977263,1,0,15:00.0,2011
Jardim Umarizal,-23.6234936,-46.7545592,0,0,00:00.0,2011
Bela Vista,-23.5554229,-46.6534722,1,1.5,15:00.0,2011
Indianópolis,-23.5997451,-46.6569756,1,1500,00:00.0,2011
Vila Bertioga,-23.5659298,-46.5835777,1,5000,00:00.0,2011
Vila Polopoli,-23.5736069,-46.747317,1,4000,15:00.0,2011
Jardim Satelite,-23.7033755,-46.6893064,1,0,00:00.0,2011
Vila Prudente,-23.593922,-46.5821681,0,0,00:00.0,2011
Butantã,-23.5634178,-46.7159418,1,800,00:00.0,2011
Pinheiros,-23.5737964,-46.7022997,1,30000,00:00.0,2011
Jardim Olympia,-23.5880367,-46.7511322,0,1000,00:00.0,2011
Bela Vista,-23.548791,-46.6464322,0,800,00:00.0,2011
Jardim Eliane,-23.5528636,-46.5041671,1,3000,00:00.0,2011
Jardim Planalto,-23.5092285,-46.4505069,1,0,15:00.0,2011
São Judas,-23.6235317,-46.6378855,1,0,30:00.0,2011
Liberdade,-23.570204,-46.62434001,1,10,19:00.0,2011
São Miguel Paulista,-23.52079528,-46.4543058,1,300,30:00.0,2011
São Paulo,-23.5475751,-46.6515221,1,700,45:00.0,2011
Santana,-23.5157729,-46.6253712,0,700,30:00.0,2011
Centro,-23.5381268,-46.6294483,1,1500,45:00.0,2011
Jardim Sapopemba,-23.61110079,-46.48875844,1,0,45:00.0,2011
São Paulo,-23.581376,-46.638388,0,800,00:00.0,2011
Mooca,-23.5469827,-46.607589,0,0,00:00.0,2011
Butantã,-23.5715712,-46.7077368,0,1500,00:00.0,2011
Sacomã,-23.6021514,-46.5998618,1,5000,00:00.0,2011
Higienópolis,-23.5440704,-46.6518081,0,1500,00:00.0,2011
Liberdade,-23.556875,-46.6295209,0,0,00:00.0,2011
Parque da Vila Prudente,-23.5865464,-46.5827825,1,20000,00:00.0,2011
Vila Santa Clara,-23.577273,-46.5574566,1,20000,00:00.0,2011
Vila Mariana,-23.5805016,-46.637217,1,190,15:00.0,2011
Vila Butanta,-23.567471,-46.7456579,1,5000,15:00.0,2011
Vila Lageado,-23.5701906,-46.7408909,0,600,45:00.0,2011
Vila Carmosina,-23.5458079,-46.4718669,1,100,00:00.0,2011
"Cidade Satélite Santa Bárbara",-23.6110453,-46.4663478,1,200,45:00.0,2011
Jaguare,-23.5449599,-46.7550331,1,30,00:00.0,2011
Barra Funda,-23.5235645,-46.6551452,1,1,00:00.0,2011
Parque Ibirapuera,-23.5874771,-46.6598048,1,1400,00:00.0,2011
Vila Conde do Pinhal,-23.6181096,-46.5946254,0,2000,00:00.0,2011
Jardim Ana Lúcia,-23.7164621,-46.6899376,0,450,00:00.0,2011
Vila Conde do Pinhal,-23.6175101,-46.5946293,0,2000,00:00.0,2011
Vila Leopoldina,-23.53186808,-46.72545634,1,1000,19:00.0,2011
Jardim Peri,-23.4576799,-46.6236182,0,2000,00:00.0,2011
Santana,-23.5155817,-46.64688067,1,1.3,00:00.0,2011
São Paulo,-23.551409,-46.425914,1,8000,00:00.0,2011
"Brás",-23.5495364,-46.6179357,1,400,30:00.0,2011
São Paulo,-23.5562043,-46.4778644,0,30000,30:00.0,2011
Cidade Centenario,-23.5807898,-46.4995015,1,650,45:00.0,2011
Ipiranga,-23.6020217,-46.6026022,1,3000,15:00.0,2011
Vila Mariana,-23.5826187,-46.6314886,1,1700,30:00.0,2011
Ipiranga,-23.6011658,-46.5982919,1,1,00:00.0,2011
Vila Moinho Velho,-23.610472,-46.600209,0,3000,00:00.0,2011
Consolação,-23.550138,-46.6536557,1,100,30:00.0,2011
Colônia (Zona Leste),-23.5773603,-46.4402843,1,700,00:00.0,2011
Parque São Rafael,-23.6339337,-46.4707717,1,500,30:00.0,2011
Conjunto Residencial José Bonifacio,-23.5423426,-46.4364467,1,22000,00:00.0,2011
"Vila Rosária",-23.5008526,-46.4379967,1,1000,00:00.0,2011
Pinheiros,-23.55577,-46.6809937,1,90,00:00.0,2011
Vila Taquari,-23.5224885,-46.4509003,0,1000,00:00.0,2011
"Chácara Santa Maria",-23.6866309,-46.7950355,1,700,15:00.0,2011
Higienópolis,-23.5477274,-46.6552498,1,0,00:00.0,2011
Centro,-23.5478658,-46.6409647,0,2500,00:00.0,2011
ジャルジン・サン・ジョゼー,-23.582676,-46.4960504,1,2000,00:00.0,2011
Pinheiros,-23.5669478,-46.6856012,0,0,00:00.0,2011
Pinheiros,-23.5655058,-46.6875908,0,1500,00:00.0,2011
Sé,-23.5525665,-46.630716,1,58,00:00.0,2011
Jardim Coimbra,-23.6808302,-46.7623284,1,1200,45:00.0,2011
Bela Vista,-23.5654141,-46.651817,0,800,30:00.0,2011
Cerqueira César,-23.5561615,-46.6819586,0,700,00:00.0,2011
"コンジュント・アビタシオナウ・ブリガデイロ・ファリア・リマ",-23.7546664,-46.6803157,0,1000,00:00.0,2011
Sumarezinho,-23.5479511,-46.6924536,1,1400,00:00.0,2011
Americanópolis,-23.6624511,-46.6390753,0,1500,45:00.0,2011
São Paulo,-23.5829235,-46.5542125,1,400,30:00.0,2011
Lauzane Paulista,-23.4803867,-46.6404554,1,300,30:00.0,2011
Americanópolis,-23.6673231,-46.6519033,0,10,30:00.0,2011
Vila do Castelo,-23.6759827,-46.6703116,0,300,00:00.0,2011
Vila Maria Baixa,-23.526658,-46.5920474,0,0,45:00.0,2011
"Conjunto City Jaraguá",-23.4406474,-46.7337968,1,600,00:00.0,2011
Jardim Luanda,-23.6667,-46.6786686,1,900,00:00.0,2011
ヴィーラ・シケイラ (ゾーナ・ノルテ),-23.502361,-46.6818916,0,501,30:00.0,2011
Indianópolis,-23.6058419,-46.6663257,0,50000,00:00.0,2011
Vila Bauab,-23.5163481,-46.4810767,0,2650,30:00.0,2011
Vila Califórnia,-23.5435215,-46.5499013,0,2500,00:00.0,2011
Bela Vista,-23.5564836,-46.637262,1,1800,45:00.0,2011
Jardim Vila Formosa,-23.5710264,-46.5237352,1,22000,15:00.0,2011
Campos Elíseos,-23.5321382,-46.6422835,1,1000,15:00.0,2011
"コンジュント・アビタシオナウ・ブリガデイロ・ファリア・リマ",-23.753452,-46.6849868,1,1400,30:00.0,2011
ジャルジン・ブラジル (ゾーナ・ノルテ),-23.4811444,-46.5798169,1,2000,30:00.0,2011
Rio Pequeno,-23.5707031,-46.7514135,1,10,45:00.0,2011
Pirituba,-23.48814912,-46.7278796,1,1,46:00.0,2011
Vila Andrade,-23.630313,-46.735669,0,2.5,30:00.0,2011
Jardim Oriental,-23.6503489,-46.6490954,0,700,30:00.0,2011
Santana,-23.5089316,-46.6251425,1,900,00:00.0,2011
Bela Vista,-23.5507396,-46.6383383,1,2500,00:00.0,2011
Campo Grande,-23.6769995,-46.6711913,0,1200,30:00.0,2011
Capela do Socorro,-23.6897746,-46.7034887,1,5000,00:00.0,2011
Saúde,-23.6125546,-46.6302958,1,1000,00:00.0,2011
Vila Americana,-23.5050024,-46.439695,1,800,30:00.0,2011
Parque Regina,-23.6348189,-46.7548741,0,2000,15:00.0,2011
Jardim São Paulo,-23.4920192,-46.6152903,1,450,00:00.0,2011
Riviera Paulista,-23.7036909,-46.7470495,1,500,15:00.0,2011
Vila Indiana,-23.5695048,-46.7299005,1,180,30:00.0,2011
São Paulo,-23.5415562,-46.6394583,1,1000,00:00.0,2011
Vila Leopoldina,-23.5258915,-46.7322336,1,0,00:00.0,2011
Balneario São José,-23.7701316,-46.7191008,0,10,15:00.0,2011
Limoeiro,-23.5153651,-46.4688104,1,850,00:00.0,2011
Vila São Luís(Zona Oeste),-23.5740131,-46.7404811,1,250,00:00.0,2011
Cerqueira César,-23.5541173,-46.6794312,0,1000,00:00.0,2011
Luz,-23.535498,-46.6339185,1,0,00:00.0,2011
Jardim Bonifacio,-23.5440782,-46.4339821,1,0,30:00.0,2011
Jardim Oriental,-23.6440913,-46.6458064,1,2000,30:00.0,2011
Jardim Nelly,-23.5844087,-46.7528118,1,2500,45:00.0,2011
Vila São Francisco,-23.516438,-46.4884805,0,1500,30:00.0,2011
Brooklin Paulista,-23.60339,-46.6917275,1,0,00:00.0,2011
Jardim Bonifacio,-23.5440782,-46.4339821,0,0,00:00.0,2011
Jardim Myrna,-23.7761533,-46.6908859,1,800,00:00.0,2011
Lapa,-23.5231521,-46.7055737,1,700,30:00.0,2011
Cidade Dutra,-23.7132904,-46.7006658,0,30000,00:00.0,2011
Parque da Vila Prudente,-23.5875415,-46.5803007,1,30000,00:00.0,2011
Vila Mariana,-23.5931623,-46.6216189,1,100,00:00.0,2011
São Paulo,-23.540238,-46.5760325,1,750,00:00.0,2011
Vila Pirajussara,-23.63187,-46.7703086,0,2000,45:00.0,2011
Jardim São Paulo,-23.4895963,-46.6170294,1,70,00:00.0,2011
Sumarezinho,-23.544092,-46.693824,0,100,00:00.0,2011
Santo Amaro,-23.6386164,-46.672572,0,3000,00:00.0,2011
Parque São Rafael,-23.619432,-46.4759245,0,800,00:00.0,2011
Jaguare,-23.5445237,-46.733617,1,1000,45:00.0,2011
Jardim Nossa Senhora do Carmo,-23.570927,-46.4817384,1,40000,00:00.0,2011
Brooklin Paulista,-23.6160543,-46.6827464,1,100,00:00.0,2011
Jardim São Luiz,-23.663463,-46.7293192,1,250,00:00.0,2011
Vila Celeste,-23.4850054,-46.6643077,1,1300,00:00.0,2011
Cidade Dutra,-23.7139605,-46.705768,0,500,45:00.0,2011
Santana,-23.5089316,-46.6251425,1,600,30:00.0,2011
Santo Amaro,-23.6265892,-46.6987685,1,1830,30:00.0,2011
Itaquera,-23.5393346,-46.453549,1,800,00:00.0,2011
Jardim Figueira Grande,-23.6844976,-46.7519393,0,2,00:00.0,2011
Limão,-23.5018329,-46.6784297,1,27,30:00.0,2011
Jardim Imperador (Zona Leste),-23.5846999,-46.4983808,1,600,00:00.0,2011
Centro,-23.5379425,-46.634769,1,1000,30:00.0,2011
Jardim Nazareth,-23.5180141,-46.4043433,1,2000,15:00.0,2011
Vila Darli,-23.58945094,-46.54821597,0,600,10:00.0,2011
Jardim Maraba,-23.5622051,-46.456679,1,8000,00:00.0,2011
Vila Monte Alegre,-23.6280222,-46.6360214,1,1500,15:00.0,2011
Vila Feliz,-23.5199305,-46.5298921,1,1099,30:00.0,2011
Jardim Bonifacio,-23.5417782,-46.4327161,0,400,15:00.0,2011
"Chácara Santo Antonio (Zona Sul)",-23.6309877,-46.6992329,1,1500,30:00.0,2011
Cidade Nova Heliópolis,-23.6018554,-46.5981269,1,0,00:00.0,2011
Tatuapé,-23.5337329,-46.5606062,0,200,15:00.0,2011
Bela Vista,-23.553916,-46.6489689,1,40000,15:00.0,2011
Santo Amaro,-23.6278908,-46.6939888,1,30000,30:00.0,2011
Vila Prudente,-23.5799057,-46.5817828,1,2350,30:00.0,2011
"Chácara Monte Alegre",-23.6464005,-46.6752009,1,2500,30:00.0,2011
São Paulo,-23.5903633,-46.6560621,1,1500,00:00.0,2011
Campo Belo,-23.6230966,-46.6802281,1,3000,00:00.0,2011
Mooca,-23.5749922,-46.5848748,0,2000,00:00.0,2011
Vila Buarque,-23.5426478,-46.6525936,0,165,00:00.0,2011
São Paulo,-23.6037271,-46.6031707,0,6000,45:00.0,2011
República,-23.5455376,-46.6369425,0,600,00:00.0,2011
Jardim Prudência,-23.680629,-46.6392649,1,1300,45:00.0,2011
Vila Medeiros,-23.492241,-46.578693,0,700,00:00.0,2011
Mandaqui,-23.4814637,-46.6422309,1,45000,00:00.0,2011
República,-23.546377,-46.6392655,1,4000,30:00.0,2011
República,-23.5476031,-46.6414744,1,300,45:00.0,2011
Tucuruvi,-23.4820903,-46.6037456,0,3000,00:00.0,2011
Jardim São Luiz,-23.6448967,-46.7426439,1,2,15:00.0,2011
